Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Status Category
NC17  - Verify Customer State – Special characters are not allowed,NNB-32,10031,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:55,9/14/2023 18:18,9/14/2023 18:18,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""State"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:12 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-071240.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10039,"An error message should be displayed near the ""State"" field, indicating that special characters are not allowed.",,,,,,,,,,,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""State"" field, indicating that special characters are not allowed.",,,,,0|i0006v:,,,,,,,,,Unit,"Enter a state name with special characters in the ""State"" field.",Pass,,,,Done
NC16 - Verify Customer State - State must not be blank,NNB-31,10030,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:54,9/14/2023 18:18,9/14/2023 18:18,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when the ""State"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:09 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-070925.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10038,"The system prevent the submission of the form when the ""State"" field is left blank and display an error message indicating that the ""State"" must not be blank.",,,,,,,,,,,,,"The system should prevent the submission of the form when the ""State"" field is left blank and should display an error message indicating that the ""State"" must not be blank.",,,,,0|i0006n:,,,,,,,,,Unit,"Leave the ""State"" field blank.",Pass,,,,Done
NC15 - Verify Customer State - Numbers are not allowed,NNB-30,10029,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 19:54,9/14/2023 18:18,9/14/2023 18:23,9/14/2023 18:18,,0,State field must not contain numbers and must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 11:53 AM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1215).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10015,The application displayed the expected error message for a State field containing numbers and for a blank State field.,,,,,,,,,,,,,"An error message should be displayed, indicating that numbers are not allowed in the State field, and the State field is required.",,,,,0|i0006f:,,,,,,,,,System,"1. Open the application.
2. Navigate to the Address section.
3. Enter a state value that contains numbers, e.g., ""California123.""
4. Attempt to submit the form.",Pass,,,,Done
NC14 - Verify Customer City - First character can not have space,NNB-29,10028,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:25,9/14/2023 18:18,9/14/2023 18:27,9/14/2023 18:18,,0,City field first character cannot be a space.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 11:56 AM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1216).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10016,The application displayed the error message for the spaced City field.,,,,,,,,,,,,,"An error message should be displayed, indicating the error required.",,,,,0|i00067:,,,,,,,,,System,"1. Open the application.
2. Navigate to the Address section.
3. Enter a space first in City field.
4. Attempt to submit the form.",Pass,,,,Done
NC13 - Verify Customer City – Numbers are not allowed,NNB-28,10027,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:25,9/14/2023 18:18,9/14/2023 18:27,9/14/2023 18:18,,0,City field must not contain numbers.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 12:02 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1217).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10017,The application displayed the expected error message for a City field containing numbers.,,,,,,,,,,,,,"An error message should be displayed, indicating that numbers are not allowed in the City field.",,,,,0|i0005z:,,,,,,,,,System,"1. Open the application.
2. Navigate to the Address section.
3. Enter a city value that contains numbers, e.g., ""New York123.""
4. Attempt to submit the form.",Pass,,,,Done
NC12 - Verify Customer City - City Field must not be blank,NNB-27,10026,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:25,9/14/2023 18:18,9/14/2023 18:27,9/14/2023 18:18,,0,"Verify that the customer form correctly validates and displays an error message when the ""City"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:05 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-070458.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10037,"The system  prevent the submission of the form when the ""City"" field is left blank and  display an error message indicating that the ""City"" must not be blank.",,,,,,,,,,,,,"The system should prevent the submission of the form when the ""City"" field is left blank and should display an error message indicating that the ""City"" must not be blank.",,,,,0|i0005r:,,,,,,,,,Unit,"Leave the ""City"" field blank.",Pass,,,,Done
NC11 - Verify Customer City - Special character are not allowed,NNB-26,10025,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:25,9/14/2023 18:18,9/14/2023 18:27,9/14/2023 18:18,,0,"This test case aims to verify that the system correctly validates and handles scenarios when special characters are entered in the ""City"" field during the creation or editing of a customer's information.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:03 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-070259.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10036,The system detect the presence of special characters in the City field and display an error message indicating that special characters are not allowed. ,,,,,,,,,,,,,"   - The system should detect the presence of special characters in the City field.
   - An error message should be displayed, indicating that special characters are not allowed in the City field.
   - The customer information should not be created or updated if special characters are present.",,,,,0|i0005j:,,,,,,,,,Unit,"    1.In the customer information form, enter a city name that contains special characters (e.g., ""@TP_HCM"" or ""Long&An"").
    2. Fill in the other required customer information.
    3.Click the ""Save"" or ""Update"" button.",Pass,,,,Done
NC10 - Verify Customer Address - Special characters are not allowed,NNB-25,10024,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:24,9/14/2023 18:18,9/14/2023 18:18,,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Address"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 2:01 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-070109.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10035,-The system can't prevent the entry of a space as the first character and  allow the form to proceed with the incorrect data.,,,,,,,,,,,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
- An error message should be displayed near the ""Address"" field, indicating that special characters are not allowed.",,,,,0|i0005b:,,,,,,,,,Unit,"Enter an address with special characters in the ""Address"" field.",Fail,,,,To Do
NC9 - Verify Customer Address - First character can not have space,NNB-24,10023,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:24,9/14/2023 18:23,9/14/2023 18:23,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Address"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:58 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-065822.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10034,-The system can't prevent the entry of a space as the first character and  allow the form to proceed with the incorrect data.,,,,,,,,,,,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
An error message should be displayed near the ""Address"" field, indicating that the first character cannot be a space.",,,,,0|i00053:,,,,,,,,,Unit,"Enter a Address with a space as the first character in the ""Address"" field.",Fail,,,,To Do
NC8 - Verify Customer Address - Address Field must not be blank,NNB-23,10022,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:23,9/14/2023 18:19,9/14/2023 18:19,,,0,Address field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 11:41 AM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1214).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10014,The application did not display the expected error message for the blank Address field and instead proceed to the next step.,,,,,,,,,,,,,"An error message should be displayed, indicating that the Address field is required.",,,,,0|i0004v:,,,,,,,,,Integration,"1. Open the application.
2. Navigate to the Address section.
3. Attempt to submit the form with the Address field blank.",Fail,,,,To Do
NC7  - Verify Customer Name – First character cannot have space,NNB-22,10021,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:23,9/14/2023 18:00,9/14/2023 18:27,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Customer Name"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:53 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-065325.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10032,The system can't prevent the entry of a space as the first character and  allow the form to proceed with the incorrect data.,,,,,,,,,,,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
- An error message should be displayed near the ""Customer Name"" field, indicating that the first character cannot be a space.",,,,,0|i0004n:,,,,,,,,,Unit,"Enter a Customer Name with a space as the first character in the ""Customer Name"" field.",Fail,,,,To Do
NC6 - Verify Customer Name -  Customer name must not be blank,NNB-21,10020,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:22,9/14/2023 17:59,9/14/2023 18:27,9/14/2023 17:59,,0,"Verify that the customer form correctly validates and displays an error message when the ""Customer Name"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:50 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-065019.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10031,"-The system display an error message indicating that the ""Customer Name"" must not be blank.",,,,,,,,,,,,,"The system should prevent the submission of the form when the ""Customer Name"" field is left blank and should display an error message indicating that the ""Customer Name"" must not be blank.",,,,,0|i0004f:,,,,,,,,,Unit," Leave the ""Customer Name"" field blank.",Pass,,,,Done
NC5 - Verify Customer Name – Special characters are not allowed,NNB-20,10019,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:22,9/14/2023 17:59,9/14/2023 18:27,9/14/2023 17:59,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Customer Name"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:47 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-064745.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10029,"-An error message displayed near the ""Customer Name"" field, indicating that special characters are not allowed.",,,,,,,,,,,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Name"" field, indicating that special characters are not allowed.",,,,,0|i00047:,,,,,,,,,Unit,"Enter a Customer Name with special characters into the ""Customer Name"" field.",Pass,,,,Done
NC4 - Verify Customer Name - Numbers are not allowed,NNB-19,10018,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:16,9/14/2023 17:57,9/14/2023 18:27,9/14/2023 17:57,,0,"Verify that the customer form correctly validates and displays an error message when numbers are entered in the ""Customer Name"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:41 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-064135.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10026,"-An error message displayed near the ""Customer Name"" field, indicating that numbers are not allowed.",,,,,,,,,,,,,"-The system should prevent the entry of numbers and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Name"" field, indicating that numbers are not allowed.",,,,,0|i0003z:,,,,,,,,,Unit,"Enter a Customer Name with numbers into the ""Customer Name"" field.",Pass,,,,Done
NC3.1 - Verify Customer ID - First character cannot have space,NNB-18,10017,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:11,9/14/2023 17:53,9/14/2023 18:27,,,0,This test case is designed to ensure that the system correctly validates and handles the scenario when a Customer ID is being created with a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:37 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-063746.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10025,-The system can't detect the leading space in the Customer ID.,,,,,,,,,,,,,"    -The system should detect the leading space in the Customer ID.
    -An error message should be displayed, indicating that the first character of the Customer ID cannot be a space.
    -The customer account should not be created.",,,,,0|i0003r:,,,,,,,,,Unit,"    1.In the customer account creation form, enter a Customer ID that starts with a space (e.g., "" Thanh123"").
    2.Fill in the other required customer information.
    3.Click the ""Create Account"" or ""Save"" button.",Fail,,,,To Do
NA3 - Verify Customer ID - Characters are not allowed,NNB-17,10016,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:08,9/14/2023 10:20,9/14/2023 18:27,,,0,"Verify that the customer form correctly validates and displays an error message when characters are entered in the ""Customer Id"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:35 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-063514.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10024,"-An error message are not displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,,,,,,,,,"-The system should prevent the entry of characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,0|i0003j:,,,,,,,,,Unit,"Enter a Customer Id with characters into the ""Customer Id"" field.",Fail,,,,To Do
NA2 - Verify Customer ID - Special character are not allowed,NNB-16,10015,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:07,9/14/2023 10:19,9/14/2023 18:27,,,0,No special character should be put into Customer Id field.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:32 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-063203.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10022,"When customer puts special characters into the Customer ID field, it does not show error ""Special characters are not allowed""",,,,,,,,,,,,,The system should show an error when special characters are put into Customer Id field and the record should not be created.,,,,,0|i0003b:,,,,,,,,,Unit,"1. Enter Customer Id without using special characters.
2. Click ""create"".
3. Verify Customer Id field is valid and proceed to next field/step.",Fail,,,,To Do
NA1 - Verify Customer ID - Customer ID is required,NNB-15,10014,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 11:00,9/14/2023 10:17,9/14/2023 18:27,9/14/2023 10:17,,0,This test case is designed to ensure that the system properly validates and handles the scenario when a Customer ID is missing or not provided during a customer-related operation.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,12/Sep/23 9:37 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;Untitled.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10000, Customer ID is required does show up,,,,,,,,,,,,,"    1.The system should display an error message indicating that the   Customer ID is required.
    2.The customer record should not be created.",,,,,0|i00033:,,,,,,,,,Unit,"   1.Click on the ""Create Customer"" button.
   2.Fill in the customer details, excluding the Customer ID field.
   3.Click the ""Save"" or ""Create"" button.   ",Pass,,,,Done
Withdrawal,NNB-14,10013,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 10:35,9/12/2023 10:35,9/14/2023 18:27,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,ghx-label-7,Withdrawal,To Do,,,purple,,,0|i0002v:,,,,,,,,,,,,,,,To Do
Deposit,NNB-13,10012,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 10:35,9/12/2023 10:35,9/14/2023 18:27,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,ghx-label-7,Deposit,To Do,,,purple,,,0|i0002n:,,,,,,,,,,,,,,,To Do
Delete Customer,NNB-12,10011,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 10:34,9/12/2023 10:34,9/14/2023 18:27,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,ghx-label-7,Delete Customer,To Do,,,purple,,,0|i0002f:,,,,,,,,,,,,,,,To Do
Delete Account,NNB-11,10010,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 10:34,9/12/2023 10:34,9/14/2023 18:27,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,ghx-label-7,Delete Account,To Do,,,purple,,,0|i00027:,,,,,,,,,,,,,,,To Do
Edit Account,NNB-10,10009,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 10:34,9/12/2023 10:34,9/14/2023 18:27,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,ghx-label-7,Edit Account,To Do,,,purple,,,0|i0001z:,,,,,,,,,,,,,,,To Do
New Account,NNB-9,10008,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 10:34,9/12/2023 10:34,9/14/2023 18:27,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,ghx-label-7,New Account,To Do,,,purple,,,0|i0001r:,,,,,,,,,,,,,,,To Do
